id,n_victimas,fecha,hora,tipo_de_calle,dirección normalizada,comuna,longitud,latitud,victima_1,acusado,dia_semana,rol,victima_2,sexo,edad
2016-0001,1,2016-01-01,4,avenida,"piedra buena av. y fernandez de la cruz, f., gral. av.",8,-58.47533969,-34.68757022,moto,auto,viernes,conductor,moto,masculino,19
2016-0002,1,2016-01-02,1,autopista,"paz, gral. av. y de los corrales av.",9,-58.50877521,-34.66977709,auto,pasajeros,sábado,conductor,auto,masculino,70
2016-0003,1,2016-01-03,7,avenida,entre rios av. 2034,1,-58.39040293,-34.63189362,moto,auto,domingo,conductor,moto,masculino,30
2016-0004,1,2016-01-10,0,avenida,"larrazabal av. y villegas, conrado, gral.",8,-58.46503904,-34.68092974,moto,sd,domingo,conductor,moto,masculino,18
2016-0005,1,2016-01-21,5,avenida,"san juan av. y saenz peã‘a, luis, pres.",1,-58.38718297,-34.6224663,moto,pasajeros,jueves,conductor,moto,masculino,29
2016-0008,1,2016-01-24,18,avenida,27 de febrero av. y escalada av.,8,-58.44451316,-34.68475866,moto,objeto fijo,domingo,conductor,moto,masculino,30
2016-0009,1,2016-01-24,19,calle,"nogoya y gonzalez, joaquin v.",11,-58.50095869,-34.6082544,moto,auto,domingo,pasajero_acompañante,moto,masculino,29
2016-0010,1,2016-01-29,15,autopista,"paz, gral. av. y de los corrales av.",9,-58.50877521,-34.66977709,moto,auto,viernes,conductor,moto,masculino,18
2016-0012,1,2016-02-08,1,avenida,"belgrano av. e irigoyen, bernardo de",1,-58.38048577,-34.61303893,moto,cargas,lunes,conductor,moto,masculino,22
2016-0013,1,2016-02-10,11,avenida,entre rios av. 1366,1,-58.39114932,-34.62477387,peaton,auto,miércoles,peaton,peaton,masculino,16
2016-0015,1,2016-02-14,5,avenida,"scalabrini ortiz, raul av. y vera",15,-58.4376002,-34.59912758,peaton,auto,domingo,peaton,peaton,femenino,16
2016-0016,1,2016-02-14,22,avenida,"regimiento de patricios av. y quinquela martin, benito",4,-58.36882665,-34.64291993,moto,auto,domingo,pasajero_acompañante,moto,femenino,19
2016-0017,1,2016-02-15,16,avenida,"acosta, mariano y janer, ana maria",8,-58.44989671,-34.65970435,peaton,moto,lunes,peaton,peaton,masculino,59
2016-0019,1,2016-02-17,9,calle,"de la torre, lisandro y garcia grande de zequeira, severo",9,-58.50990884,-34.65468721,peaton,pasajeros,miércoles,peaton,peaton,femenino,65
2016-0020,1,2016-02-17,16,calle,suipacha 156,1,-58.37952223,-34.60653282,peaton,auto,miércoles,peaton,peaton,masculino,59
2016-0021,1,2016-02-17,23,avenida,directorio av. y curapaligue,7,-58.45157703,-34.63063795,auto,auto,miércoles,conductor,auto,masculino,34
2016-0022,1,2016-02-21,6,avenida,"9 de julio av. y alsina, adolfo",1,-58.38144696,-34.61079875,moto,auto,domingo,pasajero_acompañante,moto,masculino,41
2016-0025,1,2016-02-28,4,autopista,"paz, gral. av. y 27 de febrero av.",8,-58.46244952,-34.70524971,auto,auto,domingo,pasajero_acompañante,auto,masculino,34
2016-0026,1,2016-02-28,7,calle,holmberg y vedia,12,-58.49216191,-34.54738649,auto,objeto fijo,domingo,conductor,auto,masculino,30
2016-0027,1,2016-02-28,9,avenida,"curapaligue av. y diaz, avelino",7,-58.44497874,-34.63852623,auto,auto,domingo,pasajero_acompañante,auto,masculino,34
2016-0028,1,2016-03-02,10,avenida,viamonte y 9 de julio av.,1,-58.38199706,-34.60028648,peaton,cargas,miércoles,peaton,peaton,masculino,50
2016-0029,1,2016-03-04,17,avenida,cabildo av. y deheza,12,-58.47378664,-34.54153077,peaton,pasajeros,viernes,peaton,peaton,masculino,38
2016-0031,1,2016-03-08,12,autopista,"paz, gral. av. y roca, cnel. av.",8,-58.47064556,-34.69843756,moto,pasajeros,martes,conductor,moto,masculino,21
2016-0034,1,2016-03-12,12,avenida,"alcorta, amancio av. y bonavena, oscar natalio",4,-58.40623949,-34.65076549,peaton,pasajeros,sábado,peaton,peaton,masculino,52
2016-0035,1,2016-03-13,6,avenida,corrientes av. y callao av.,3,-58.39228965,-34.60443527,moto,pasajeros,domingo,conductor,moto,masculino,34
2016-0036,1,2016-03-14,0,calle,"herrera y valle, aristobulo del",4,-58.37813396,-34.63668504,moto,pasajeros,lunes,pasajero_acompañante,moto,masculino,36
2016-0037,1,2016-03-19,11,avenida,lafuente av. y quirno,7,-58.46275892,-34.64358293,moto,moto,sábado,conductor,moto,masculino,20
2016-0038,1,2016-03-21,8,autopista,"paz, gral. av. y zuviria",8,-58.49683458,-34.67892743,peaton,pasajeros,lunes,peaton,peaton,masculino,29
2016-0039,1,2016-03-23,1,avenida,"mitre, bartolome y pueyrredon av.",3,-58.40603217,-34.6088396,moto,pasajeros,miércoles,conductor,moto,masculino,20
2016-0041,2,2016-03-29,11,avenida,directorio av. y rivera indarte av.,7,-58.4607655,-34.63350444,moto,cargas,martes,conductor,moto,masculino,54
2016-0041,2,2016-03-29,11,avenida,directorio av. y rivera indarte av.,7,-58.4607655,-34.63350444,moto,cargas,martes,pasajero_acompañante,moto,masculino,0
2016-0043,1,2016-03-30,18,avenida,"dellepiane, luis, tte. gral. y murguiondo",8,-58.47832463,-34.67494416,peaton,cargas,miércoles,peaton,peaton,femenino,56
2016-0044,1,2016-03-31,19,avenida,"moreno, jose maria av. y balbastro",7,-58.43213235,-34.63693953,moto,multiple,jueves,conductor,moto,masculino,24
2016-0045,1,2016-04-11,10,autopista,"paz, gral. av. y del libertador av.",13,-58.46743471,-34.53476874,moto,sd,lunes,conductor,moto,masculino,0
2016-0047,1,2016-04-15,5,calle,lima 1483,1,-58.38247061,-34.62571878,peaton,pasajeros,viernes,peaton,peaton,masculino,41
2016-0048,1,2016-04-15,17,avenida,corrientes av. y dorrego av.,15,-58.44759966,-34.5917024,peaton,pasajeros,viernes,peaton,peaton,femenino,0
2016-0049,1,2016-04-17,0,autopista,autopista 1 sur presidente arturo frondizi,4,-58.37714647568196,-34.63657525428238,sd,sd,domingo,,,,0
2016-0050,1,2016-04-19,9,avenida,"gordillo, timoteo y fernandez de la cruz, f., gral. av.",8,-58.47305463,-34.68550712,peaton,pasajeros,martes,peaton,peaton,masculino,78
2016-0051,1,2016-04-20,4,avenida,"alcorta, amancio av. y bonavena, oscar natalio",4,-58.40623949,-34.65076549,moto,cargas,miércoles,conductor,moto,masculino,36
2016-0052,1,2016-04-20,20,autopista,,13,,,moto,sd,miércoles,,moto,,0
2016-0053,1,2016-04-22,9,avenida,triunvirato av. y olazabal av.,12,-58.4842918,-34.57558053,peaton,pasajeros,viernes,peaton,peaton,masculino,38
2016-0054,1,2016-04-23,21,autopista,"autopista dellepiane luis tte. gral. y paz, gral. av.",8,-58.48695354,-34.68795245,moto,moto,sábado,conductor,moto,masculino,30
2016-0055,1,2016-04-25,20,avenida,"castilla, ramon, mariscal y figueroa alcorta, pres. av.",14,-58.40021959,-34.57964781,peaton,cargas,lunes,peaton,peaton,masculino,79
2016-0056,1,2016-04-26,4,avenida,"campos, luis m. av. 30",14,-58.42957885,-34.57660058,moto,objeto fijo,martes,conductor,moto,masculino,26
2016-0058,1,2016-05-04,14,calle,lima 1471,1,-58.38247542,-34.62556293,peaton,moto,miércoles,peaton,peaton,femenino,57
2016-0059,1,2016-05-08,16,calle,ciudadela y lima,1,-58.38222219,-34.62728101,peaton,pasajeros,domingo,peaton,peaton,masculino,37
2016-0064,1,2016-05-14,18,avenida,"justo, juan b. av. y carrasco av.",10,-58.49485242,-34.62953445,peaton,pasajeros,sábado,peaton,peaton,masculino,20
2016-0065,1,2016-05-20,14,avenida,gaona av. y espinosa,6,-58.45227946,-34.61068024,peaton,auto,viernes,peaton,peaton,masculino,20
2016-0067,1,2016-05-21,17,avenida,"de la torre, lisandro y saraza",8,-58.48455411,-34.6751276,moto,pasajeros,sábado,pasajero_acompañante,moto,femenino,30
2016-0068,1,2016-05-22,22,avenida,"figueroa alcorta, pres. av. y pueyrredon av.",2,-58.39056593,-34.58418569,moto,pasajeros,domingo,conductor,moto,masculino,58
2016-0069,1,2016-05-23,3,avenida,entre rios av. y filiberto,3,-58.39118948,-34.62704273,auto,cargas,lunes,conductor,auto,masculino,30
2016-0073,1,2016-06-11,15,calle,"magariã‘os cervantes, a. 3900",10,-58.49021952,-34.62025108,moto,cargas,sábado,conductor,moto,masculino,23
2016-0074,1,2016-06-12,6,autopista,"paz, gral. av. y scapino, rodolfo",8,-58.49896559,-34.67732118,auto,auto,domingo,conductor,auto,masculino,60
2016-0075,1,2016-06-12,23,autopista,autopista dellepiane luis tte. gral. y miralla,8,-58.47461076,-34.66874679,peaton,auto,domingo,peaton,peaton,masculino,42
2016-0076,1,2016-06-13,16,avenida,san martin av. y camarones,15,-58.46210891,-34.60356211,peaton,pasajeros,lunes,peaton,peaton,femenino,53
2016-0077,1,2016-06-13,21,avenida,"peron, juan domingo, tte. general y alem, leandro n. av.",1,-58.3702777,-34.60536123,peaton,pasajeros,lunes,peaton,peaton,femenino,0
2016-0078,1,2016-06-13,23,avenida,belgrano av. y jujuy av.,3,-58.40491455,-34.6146383,moto,moto,lunes,conductor,moto,masculino,30
2016-0079,1,2016-06-16,17,avenida,"del libertador av. y udaondo, guillermo av.",13,-58.45504154,-34.54864492,auto,auto,jueves,conductor,auto,femenino,51
2016-0080,1,2016-06-18,6,autopista,"paz, gral. av. y rivadavia av.",9,-58.52927982,-34.63931752,auto,sd,sábado,conductor,auto,masculino,60
2016-0081,1,2016-06-22,7,avenida,"larralde, crisologo av. y machain",12,-58.4872106,-34.55904606,moto,auto,miércoles,conductor,moto,masculino,40
2016-0082,1,2016-06-27,18,avenida,la plata av. 2384,4,-58.42273092,-34.64228803,peaton,auto,lunes,peaton,peaton,masculino,87
2016-0083,1,2016-06-28,20,avenida,"alberdi, juan bautista av. y puan",6,-58.44788671,-34.62539009,peaton,moto,martes,peaton,peaton,femenino,76
2016-0084,1,2016-06-29,22,calle,"pellegrini, carlos y tucuman",1,-58.38110563,-34.60135531,peaton,pasajeros,miércoles,peaton,peaton,masculino,57
2016-0085,1,2016-06-29,22,avenida,"rabanal, francisco, intendente av. y erezcano",4,-58.42378834,-34.657341,moto,otro,miércoles,,moto,masculino,0
2016-0086,1,2016-06-30,16,avenida,"olivera av. y falcon, ramon l.,cnel.",10,-58.48727942,-34.63652467,peaton,pasajeros,jueves,peaton,peaton,masculino,75
2016-0087,1,2016-07-02,0,autopista,autopista 1 sur presidente arturo frondizi y caseros av.,1,-58.37864583,-34.62907067,moto,objeto fijo,sábado,conductor,moto,masculino,23
2016-0088,1,2016-07-11,15,calle,ceretti y nuã‘ez,12,-58.5015175,-34.56767549,peaton,auto,lunes,peaton,peaton,femenino,70
2016-0089,1,2016-07-14,6,autopista,"lugones, leopoldo av. y la pampa",13,-58.43233425,-34.55185825,peaton,auto,jueves,peaton,peaton,masculino,35
2016-0090,1,2016-07-14,22,avenida,"salguero, jeronimo y rivadavia av.",5,-58.41971993,-34.6111224,peaton,pasajeros,jueves,peaton,peaton,masculino,60
2016-0092,1,2016-07-15,11,autopista,"paz, gral. av. y del libertador av.",13,-58.46743471,-34.53476874,moto,cargas,viernes,conductor,moto,masculino,24
2016-0093,1,2016-07-17,3,avenida,"alberdi, juan bautista av. y mitre, emilio",6,-58.44362126,-34.62301748,auto,auto,domingo,conductor,auto,masculino,35
2016-0095,1,2016-07-23,6,avenida,mercedes y mosconi general av.,11,-58.51713095,-34.59546519,moto,auto,sábado,conductor,moto,masculino,29
2016-0096,1,2016-07-25,7,autopista,autopista dellepiane luis tte. gral.,8,-58.47433193007387,-34.66684950051973,moto,cargas,lunes,conductor,moto,masculino,0
2016-0097,1,2016-07-26,18,calle,solis y mexico,1,-58.39038605,-34.6156281,peaton,auto,martes,peaton,peaton,masculino,80
2016-0098,1,2016-07-27,16,avenida,san juan av. y alberti,3,-58.40042405,-34.62356174,moto,cargas,miércoles,conductor,moto,femenino,43
2016-0099,1,2016-07-29,16,autopista,"mosconi general av. y paz, gral. av.",11,-58.52340614,-34.59798754,cargas,cargas,viernes,conductor,cargas,masculino,45
2016-0100,1,2016-08-03,23,autopista,"paz, gral. av. y donado",12,-58.49491054,-34.54795581,moto,objeto fijo,miércoles,conductor,moto,masculino,57
2016-0101,1,2016-08-07,19,autopista,"paz, gral. av. y chavez, jorge",9,-58.52932872,-34.65014993,sd,sd,domingo,,,masculino,67
2016-0102,1,2016-08-10,23,avenida,"peron, eva av. y suarez, jose leon",9,-58.50011639,-34.67316502,moto,cargas,miércoles,conductor,moto,masculino,29
2016-0104,1,2016-08-14,21,avenida,zinny y santiago de compostela av.,9,-58.46635001,-34.65624369,moto,pasajeros,domingo,conductor,moto,masculino,21
2016-0105,1,2016-08-17,0,avenida,"lacroze, federico av. y fraga",15,-58.45343236,-34.58435809,peaton,pasajeros,miércoles,peaton,peaton,masculino,19
2016-0106,1,2016-08-19,21,avenida,"pellegrini, carlos y del libertador av.",1,-58.38090932,-34.58927731,peaton,pasajeros,viernes,peaton,peaton,masculino,38
2016-0107,1,2016-08-20,8,autopista,autopista 1 sur presidente arturo frondizi y don pedro de mendoza av.,4,-58.37157668,-34.65429986,moto,auto,sábado,conductor,moto,masculino,21
2016-0109,1,2016-08-24,5,autopista,autopista perito moreno y barragan,9,-58.52280139,-34.63659934,auto,objeto fijo,miércoles,conductor,auto,femenino,53
2016-0110,1,2016-08-24,20,avenida,"alberdi, juan bautista av. y carhue",9,-58.51232237,-34.6590353,peaton,sd,miércoles,peaton,peaton,masculino,57
2016-0111,1,2016-08-25,9,autopista,lugones y la pampa,15,-58.47461905,-34.57663634,moto,cargas,jueves,conductor,moto,masculino,27
2016-0112,1,2016-08-27,4,autopista,autopista 25 de mayo y autopista 1 sur presidente arturo frondizi,1,-58.38268809,-34.62282019,moto,objeto fijo,sábado,conductor,moto,masculino,24
2016-0113,1,2016-08-27,16,avenida,"alberdi, juan bautista av. y guardia nacional",9,-58.49603546,-34.64564271,peaton,pasajeros,sábado,peaton,peaton,femenino,60
2016-0114,1,2016-08-31,11,calle,"salguero, jeronimo 1410",14,-58.41848605,-34.59394733,bicicleta,cargas,miércoles,ciclista,bicicleta,femenino,55
2016-0115,1,2016-09-02,11,calle,arias y tronador,12,-58.48935041,-34.54917673,sd,cargas,viernes,,,masculino,0
2016-0116,1,2016-09-02,20,avenida,27 de febrero av. y escalada av.,8,-58.44451316,-34.68475866,moto,auto,viernes,conductor,moto,masculino,30
2016-0117,1,2016-09-03,15,avenida,del libertador av. y tagle,14,-58.39936478,-34.58271474,auto,auto,sábado,conductor,auto,masculino,43
2016-0118,1,2016-09-04,3,autopista,autopista 1 sur presidente arturo frondizi km. 2.9,1,-58.37936704,-34.62694503,auto,auto,domingo,conductor,auto,masculino,27
2016-0119,1,2016-09-04,6,avenida,"larralde, crisologo av. y triunvirato av.",12,-58.49659234,-34.56353635,sd,sd,domingo,pasajero_acompañante,,femenino,0
2016-0122,1,2016-09-13,7,avenida,"peron, eva av. 4233",9,-58.47256391,-34.65194557,bicicleta,pasajeros,martes,ciclista,bicicleta,masculino,49
2016-0123,1,2016-09-14,9,avenida,"asamblea av. y bonorino, esteban, cnel. av.",7,-58.45130953,-34.64053676,moto,auto,miércoles,conductor,moto,femenino,58
2016-0124,1,2016-09-16,15,avenida,rivadavia av. y rivera indarte av.,7,-58.46271207,-34.62884871,peaton,pasajeros,viernes,peaton,peaton,masculino,67
2016-0125,1,2016-09-17,12,autopista,"autopista perito moreno y alberdi, juan bautista av.",10,-58.49020869,-34.64243791,moto,moto,sábado,conductor,moto,masculino,30
2016-0126,2,2016-09-18,22,calle,irigoyen y tinogasta,10,-58.52572109,-34.62125906,auto,cargas,domingo,conductor,auto,masculino,37
2016-0126,2,2016-09-18,22,calle,irigoyen y tinogasta,10,-58.52572109,-34.62125906,auto,cargas,domingo,pasajero_acompañante,auto,masculino,60
2016-0127,1,2016-09-24,10,avenida,"acosta, mariano y roca, cnel. av.",8,-58.44094791,-34.66677111,peaton,pasajeros,sábado,peaton,peaton,masculino,50
2016-0128,1,2016-10-02,11,avenida,castro y pavon av.,5,-58.41914024,-34.6305389,peaton,pasajeros,domingo,peaton,peaton,femenino,81
2016-0130,1,2016-10-04,12,autopista,autopista 1 sur presidente arturo frondizi y brasil,1,-58.37910942,-34.62764717,moto,cargas,martes,conductor,moto,masculino,29
2016-0131,1,2016-10-09,19,calle,mirave 3500,4,-58.39871183,-34.64539318,peaton,auto,domingo,peaton,peaton,masculino,35
2016-0132,1,2016-10-10,2,avenida,san juan av. y 24 de noviembre,3,-58.41036975,-34.62477021,auto,pasajeros,lunes,pasajero_acompañante,auto,masculino,30
2016-0133,1,2016-10-14,0,avenida,las heras general av. y sanchez de bustamante,14,-58.40204698,-34.5834269,moto,auto,viernes,conductor,moto,masculino,41
2016-0134,1,2016-10-23,5,avenida,piedra buena av. y 2 de abril de 1982,8,-58.48935287,-34.67648597,moto,objeto fijo,domingo,conductor,moto,masculino,25
2016-0135,1,2016-10-24,5,avenida,"figueroa alcorta, pres. av. y pinedo, int.",14,-58.42260225,-34.56403694,peaton,sd,lunes,peaton,peaton,masculino,29
2016-0136,1,2016-10-25,0,autopista,,4,,,moto,cargas,martes,conductor,moto,,0
2016-0137,1,2016-10-25,0,avenida,san martin av. y ladines,11,-58.51537091,-34.59035925,moto,moto,martes,conductor,moto,masculino,30
2016-0138,1,2016-10-27,20,avenida,cabildo av. y blanco encalada,13,-58.4590967,-34.55922742,bicicleta,cargas,jueves,ciclista,bicicleta,femenino,33
2016-0139,1,2016-10-28,23,avenida,"figueroa alcorta, pres. av. y dorrego av.",14,-58.42008769,-34.56539579,moto,moto,viernes,pasajero_acompañante,moto,femenino,35
2016-0140,1,2016-10-31,2,avenida,juramento av. y vuelta de obligado,13,-58.45566399,-34.56147293,pasajeros,pasajeros,lunes,pasajero_acompañante,pasajeros,masculino,20
2016-0142,1,2016-11-05,23,avenida,"del libertador av. y ramos mejia, jose maria, dr. av.",1,-58.37533517,-34.59276462,moto,pasajeros,sábado,conductor,moto,masculino,46
2016-0143,1,2016-11-06,4,avenida,27 de febrero av. y escalada av.,8,-58.44451316,-34.68475866,moto,sd,domingo,conductor,moto,masculino,35
2016-0144,1,2016-11-07,12,avenida,"brown, alte. av. 984",4,-58.35975012,-34.63343907,peaton,pasajeros,lunes,peaton,peaton,masculino,83
2016-0145,1,2016-11-07,20,avenida,del libertador av. y la pampa,13,-58.44523595,-34.55953855,moto,auto,lunes,conductor,moto,masculino,39
2016-0146,1,2016-11-09,20,avenida,pichincha av. y brasil,4,-58.39626094,-34.63036565,peaton,pasajeros,miércoles,peaton,peaton,femenino,29
2016-0147,1,2016-11-16,21,avenida,"independencia av. y cevallos, virrey",1,-58.38896772,-34.61799615,movil,pasajeros,miércoles,pasajero_acompañante,movil,masculino,55
2016-0148,1,2016-11-16,22,avenida,garmendia av. 4895,15,-58.46536113,-34.59484504,moto,moto,miércoles,conductor,moto,masculino,0
2016-0150,1,2016-11-18,18,avenida,"alcorta, amancio av. y taborda, diogenes",4,-58.40879146,-34.65273216,cargas,cargas,viernes,pasajero_acompañante,cargas,masculino,41
2016-0151,1,2016-11-18,20,calle,,0,,,peaton,sd,viernes,peaton,peaton,,0
2016-0152,1,2016-11-23,21,avenida,"moreno, perito av. y zuviria",7,-58.46451841,-34.64991946,moto,auto,miércoles,conductor,moto,masculino,42
2016-0153,1,2016-11-25,15,avenida,araoz y cordoba av.,15,-58.4291709,-34.59485488,peaton,moto,viernes,peaton,peaton,femenino,83
2016-0154,1,2016-11-26,14,autopista,"paz, gral. av. 15200",8,-58.49007772,-34.68251141,moto,moto,sábado,conductor,moto,masculino,38
2016-0155,1,2016-11-26,16,calle,madero 900,10,-58.52756365,-34.62772274,peaton,auto,sábado,peaton,peaton,femenino,29
2016-0156,1,2016-11-26,19,avenida,independencia av. y dean funes,3,-58.40638983,-34.61943202,moto,pasajeros,sábado,conductor,moto,masculino,23
2016-0157,1,2016-12-03,6,avenida,"justo, juan b. av. 5645",11,-58.47576807,-34.61740997,moto,moto,sábado,conductor,moto,masculino,23
2016-0159,1,2016-12-04,7,avenida,27 de febrero av. y escalada av.,8,-58.44451316,-34.68475866,auto,sd,domingo,conductor,auto,masculino,23
2016-0160,1,2016-12-06,5,autopista,autopista perito moreno (altura velez sarsfield),9,-58.51927194,-34.63635787,cargas,objeto fijo,martes,conductor,cargas,masculino,29
2016-0161,1,2016-12-06,7,avenida,santa fe av. y godoy cruz,14,-58.42525456,-34.57866344,peaton,pasajeros,martes,peaton,peaton,masculino,50
2016-0162,1,2016-12-07,5,avenida,"lacroze, federico av. y forest av.",15,-58.45396573,-34.58518167,peaton,auto,miércoles,peaton,peaton,masculino,38
2016-0163,1,2016-12-10,7,autopista,"paz, gral. av. y mosconi general av.",11,-58.52340614,-34.59798754,moto,auto,sábado,conductor,moto,masculino,23
2016-0164,1,2016-12-11,6,avenida,"la plata av. y pomar, gregorio tte. cnel.",4,-58.42323628,-34.64119105,auto,auto,domingo,conductor,auto,masculino,29
2016-0165,1,2016-12-12,8,avenida,"garcia, martin av. 300",4,-58.36926144,-34.62841919,bicicleta,pasajeros,lunes,ciclista,bicicleta,masculino,37
2016-0168,1,2016-12-13,10,avenida,"la plata av. y pomar, gregorio tte. cnel.",4,-58.42323628,-34.64119105,moto,auto,martes,conductor,moto,masculino,43
2016-0169,1,2016-12-15,15,avenida,"nuã‘ez y balbin, ricardo, dr. av.",12,-58.47935434,-34.55676497,moto,pasajeros,jueves,conductor,moto,masculino,24
2016-0170,1,2016-12-19,17,autopista,"paz, gral. av. 4500",12,-58.50598256,-34.5637998,moto,auto,lunes,pasajero_acompañante,moto,masculino,21
2016-0171,1,2016-12-25,19,autopista,"huergo, ing. av. y autopista 25 de mayo",1,-58.36607137,-34.62150748,moto,moto,domingo,conductor,moto,,0
2016-0172,1,2016-12-26,8,avenida,"garay, juan de av. y castro",5,-58.41918902,-34.63174259,moto,cargas,lunes,conductor,moto,masculino,38
2016-0173,1,2016-12-26,19,avenida,directorio av. y san pedrito av.,7,-58.46749188,-34.63551751,moto,cargas,lunes,conductor,moto,masculino,35
2016-0174,1,2016-12-27,0,autopista,autopista 25 de mayo,0,,,sd,sd,martes,,,,0
2016-0175,1,2016-12-27,8,calle,"falcon, ramon l.,cnel. y membrillar",7,-58.46064174,-34.62960517,peaton,bicicleta,martes,peaton,peaton,femenino,0
2016-0176,1,2016-12-28,1,avenida,belgrano av. y paseo colon av.,1,-58.36956186,-34.61232875,moto,pasajeros,miércoles,conductor,moto,masculino,28
2016-0177,1,2016-12-29,4,calle,arenales 3319,14,-58.40966671,-34.58788235,peaton,auto,jueves,peaton,peaton,femenino,27
2016-0178,1,2016-12-30,16,calle,republica bolivariana de venezuela y saavedra,3,-58.40288226,-34.61544091,peaton,multiple,viernes,peaton,peaton,femenino,7
2017-0001,1,2017-01-02,1,avenida,"justo, juan b. av. y achupallas",11,-58.4659423,-34.61028571,moto,cargas,lunes,conductor,moto,masculino,18
2017-0003,1,2017-01-05,3,avenida,olavarria y velez sarsfield av.,4,-58.38957669,-34.64410277,cargas,cargas,jueves,pasajero_acompañante,cargas,masculino,33
2017-0007,1,2017-01-11,17,calle,lima y mexico,1,-58.3816166,-34.61529543,peaton,multiple,miércoles,peaton,peaton,masculino,48
2017-0008,1,2017-01-16,0,calle,"cabrera, jose a. y bonpland",14,-58.43917004,-34.58494351,moto,pasajeros,lunes,conductor,moto,masculino,29
2017-0009,1,2017-01-16,13,autopista,autopista 25 de mayo y boedo av.,5,-58.41595919,-34.62743346,moto,cargas,lunes,conductor,moto,masculino,36
2017-0010,1,2017-01-16,16,avenida,directorio av. y riglos,6,-58.4356488,-34.62828656,moto,auto,lunes,conductor,moto,masculino,23
2017-0011,1,2017-01-22,2,autopista,"paz, gral. av. y balbin, ricardo, dr. av.",12,-58.5007381,-34.5497951,moto,objeto fijo,domingo,pasajero_acompañante,moto,femenino,29
2017-0012,1,2017-01-24,14,calle,"traful y taborda, diogenes",4,-58.40969005,-34.6505529,moto,cargas,martes,conductor,moto,masculino,30
2017-0013,1,2017-01-27,7,avenida,"iriarte, gral. av. 3055",4,-58.38972622,-34.65098981,peaton,cargas,viernes,peaton,peaton,masculino,4
2017-0014,1,2017-01-28,8,avenida,donado y arias,12,-58.49185972,-34.55046754,moto,multiple,sábado,pasajero_acompañante,moto,femenino,22
2017-0015,1,2017-02-02,15,avenida,cordoba av. y callao av.,2,-58.39293417,-34.59963642,peaton,auto,jueves,peaton,peaton,masculino,82
2017-0016,1,2017-02-03,5,autopista,autopista 25 de mayo km. 8.3,1,-58.38099494,-34.62288231,moto,cargas,viernes,conductor,moto,masculino,27
2017-0017,1,2017-02-06,8,avenida,"justo, juan b. av. y paraguay",14,-58.429012,-34.58095431,moto,auto,lunes,conductor,moto,masculino,32
2017-0018,1,2017-02-09,7,autopista,"paz, gral. av. y de los corrales av.",9,-58.50877521,-34.66977709,moto,auto,jueves,conductor,moto,masculino,30
2017-0021,1,2017-02-18,5,calle,sarmiento y libertad,1,-58.38362373,-34.60509972,moto,pasajeros,sábado,conductor,moto,masculino,43
2017-0024,1,2017-02-23,20,avenida,rivadavia av. 7121,7,-58.46589308,-34.62955795,peaton,pasajeros,jueves,peaton,peaton,masculino,39
2017-0025,1,2017-02-24,17,avenida,"fernandez de la cruz, f., gral. av. y rivera indarte av.",7,-58.43614426,-34.6542464,moto,sd,viernes,conductor,moto,masculino,23
2017-0026,2,2017-02-26,5,avenida,"moreno, perito av. y fournier",4,-58.41842777,-34.64979057,auto,objeto fijo,domingo,pasajero_acompañante,auto,femenino,23
2017-0026,2,2017-02-26,5,avenida,"moreno, perito av. y fournier",4,-58.41842777,-34.64979057,auto,objeto fijo,domingo,conductor,auto,masculino,19
2017-0027,1,2017-02-26,21,avenida,caseros av. 1429,1,-58.38332245,-34.6319325,peaton,auto,domingo,peaton,peaton,masculino,0
2017-0028,1,2017-02-28,9,avenida,gaona av. y fragata pres. sarmiento,6,-58.45475488,-34.61196327,peaton,auto,martes,peaton,peaton,masculino,87
2017-0029,1,2017-03-07,2,calle,mozart y tandil,9,-58.48501341,-34.64742455,sd,auto,martes,,,masculino,34
2017-0030,1,2017-03-07,8,avenida,mozart y autopista dellepiane luis tte. gral.,9,-58.47010988,-34.65872088,auto,pasajeros,martes,conductor,auto,femenino,27
2017-0031,1,2017-03-11,1,calle,24 de noviembre y pavon,3,-58.4099756,-34.62873635,auto,objeto fijo,sábado,pasajero_acompañante,auto,masculino,70
2017-0032,1,2017-03-12,5,autopista,"paz, gral. av. y los cedros",8,-58.48892175,-34.68359163,auto,auto,domingo,pasajero_acompañante,auto,femenino,40
2017-0033,1,2017-03-12,7,autopista,"paz, gral. av. y gutierrez, ricardo",11,-58.52466448,-34.60325478,auto,auto,domingo,conductor,auto,masculino,28
2017-0034,1,2017-03-13,7,calle,godoy cruz 2651,14,-58.42554218,-34.57929036,peaton,auto,lunes,peaton,peaton,masculino,43
2017-0035,3,2017-03-23,5,avenida,"achaval rodriguez, t., dr. av. y villaflor, azucena",1,-58.35881506,-34.61113641,auto,objeto fijo,jueves,conductor,auto,masculino,28
2017-0035,3,2017-03-23,5,avenida,"achaval rodriguez, t., dr. av. y villaflor, azucena",1,-58.35881506,-34.61113641,auto,objeto fijo,jueves,pasajero_acompañante,auto,masculino,32
2017-0035,3,2017-03-23,5,avenida,"achaval rodriguez, t., dr. av. y villaflor, azucena",1,-58.35881506,-34.61113641,auto,objeto fijo,jueves,pasajero_acompañante,auto,masculino,30
2017-0036,2,2017-03-29,18,autopista,"paz, gral. av. y campana",12,-58.51452347,-34.58159762,moto,pasajeros,miércoles,pasajero_acompañante,moto,femenino,0
